PRES,BU,PLOT,BP,SIZE,STEMS,MONDATE,MONYEAR,LASTBURN,LASTBURNYEAR,SIZE_MONYEAR
ABRP,32,6,32_6,E,4,8/11/2020,2020,2020,2020,2020_E
ABRP,32,6,32_6,F,0,8/11/2020,2020,2020,2020,2020_F
ABRP,32,6,32_6,G,0,8/11/2020,2020,2020,2020,2020_G
ABRP,32,6,32_6,H,0,8/11/2020,2020,2020,2020,2020_H
ABRP,32,6,32_6,I,0,8/11/2020,2020,2020,2020,2020_I
ABRP,32,6,32_6,J,0,8/11/2020,2020,2020,2020,2020_J
ABRP,32,7,32_7,SEEDLING,21,8/12/2020,2020,2019,2019,2020_SEEDLING
ABRP,32,7,32_7,A,0,8/12/2020,2020,2019,2019,2020_A
ABRP,32,7,32_7,B,2,8/12/2020,2020,2019,2019,2020_B
ABRP,32,7,32_7,C,12,8/12/2020,2020,2019,2019,2020_C
ABRP,32,7,32_7,D,0,8/12/2020,2020,2019,2019,2020_D
ABRP,32,7,32_7,E,0,8/12/2020,2020,2019,2019,2020_E
ABRP,32,7,32_7,F,0,8/12/2020,2020,2019,2019,2020_F
ABRP,32,7,32_7,G,0,8/12/2020,2020,2019,2019,2020_G
ABRP,32,7,32_7,H,0,8/12/2020,2020,2019,2019,2020_H
ABRP,32,7,32_7,I,0,8/12/2020,2020,2019,2019,2020_I
ABRP,32,7,32_7,J,0,8/12/2020,2020,2019,2019,2020_J
ABRP,32,8,32_8,SEEDLING,3,8/12/2020,2020,2019,2019,2020_SEEDLING
ABRP,32,8,32_8,A,0,8/12/2020,2020,2019,2019,2020_A
ABRP,32,8,32_8,B,4,8/12/2020,2020,2019,2019,2020_B
ABRP,32,8,32_8,C,8,8/12/2020,2020,2019,2019,2020_C
ABRP,32,8,32_8,D,1,8/12/2020,2020,2019,2019,2020_D
ABRP,32,8,32_8,E,0,8/12/2020,2020,2019,2019,2020_E
ABRP,32,8,32_8,F,0,8/12/2020,2020,2019,2019,2020_F
ABRP,32,8,32_8,G,0,8/12/2020,2020,2019,2019,2020_G
ABRP,32,8,32_8,H,0,8/12/2020,2020,2019,2019,2020_H
ABRP,32,8,32_8,I,0,8/12/2020,2020,2019,2019,2020_I
ABRP,32,8,32_8,J,0,8/12/2020,2020,2019,2019,2020_J
ABRP,32,9,32_9,SEEDLING,1,8/17/2020,2020,2019,2019,2020_SEEDLING
ABRP,32,9,32_9,A,1,8/17/2020,2020,2019,2019,2020_A
ABRP,32,9,32_9,B,4,8/17/2020,2020,2019,2019,2020_B
ABRP,32,9,32_9,C,48,8/17/2020,2020,2019,2019,2020_C
ABRP,32,9,32_9,D,54,8/17/2020,2020,2019,2019,2020_D
ABRP,32,9,32_9,E,5,8/17/2020,2020,2019,2019,2020_E
ABRP,32,9,32_9,F,0,8/17/2020,2020,2019,2019,2020_F
ABRP,32,9,32_9,G,0,8/17/2020,2020,2019,2019,2020_G
ABRP,32,9,32_9,H,0,8/17/2020,2020,2019,2019,2020_H
ABRP,32,9,32_9,I,0,8/17/2020,2020,2019,2019,2020_I
ABRP,32,9,32_9,J,0,8/17/2020,2020,2019,2019,2020_J
ABRP,32,10,32_10,SEEDLING,9,8/17/2020,2020,2019,2019,2020_SEEDLING
ABRP,32,10,32_10,A,0,8/17/2020,2020,2019,2019,2020_A
ABRP,32,10,32_10,B,0,8/17/2020,2020,2019,2019,2020_B
ABRP,32,10,32_10,C,10,8/17/2020,2020,2019,2019,2020_C
ABRP,32,10,32_10,D,3,8/17/2020,2020,2019,2019,2020_D
ABRP,32,10,32_10,E,0,8/17/2020,2020,2019,2019,2020_E
ABRP,32,10,32_10,F,0,8/17/2020,2020,2019,2019,2020_F
ABRP,32,10,32_10,G,0,8/17/2020,2020,2019,2019,2020_G
ABRP,32,10,32_10,H,0,8/17/2020,2020,2019,2019,2020_H
ABRP,32,10,32_10,I,0,8/17/2020,2020,2019,2019,2020_I
ABRP,32,10,32_10,J,0,8/17/2020,2020,2019,2019,2020_J
ABRP,32,11,32_11,SEEDLING,1,8/12/2020,2020,2019,2019,2020_SEEDLING
ABRP,32,11,32_11,A,0,8/12/2020,2020,2019,2019,2020_A
ABRP,32,11,32_11,B,1,8/12/2020,2020,2019,2019,2020_B
ABRP,32,11,32_11,C,7,8/12/2020,2020,2019,2019,2020_C
ABRP,32,11,32_11,D,9,8/12/2020,2020,2019,2019,2020_D
ABRP,32,11,32_11,E,0,8/12/2020,2020,2019,2019,2020_E
ABRP,32,11,32_11,F,0,8/12/2020,2020,2019,2019,2020_F
ABRP,32,11,32_11,G,0,8/12/2020,2020,2019,2019,2020_G
ABRP,32,11,32_11,H,0,8/12/2020,2020,2019,2019,2020_H
ABRP,32,11,32_11,I,0,8/12/2020,2020,2019,2019,2020_I
ABRP,32,11,32_11,J,0,8/12/2020,2020,2019,2019,2020_J
ABRP,40,1,40_1,SEEDLING,2,7/15/1998,1998,3/27/1992,1992,1998_SEEDLING
ABRP,40,1,40_1,A,0,7/15/1998,1998,3/27/1992,1992,1998_A
ABRP,40,1,40_1,B,0,7/15/1998,1998,3/27/1992,1992,1998_B
ABRP,40,1,40_1,C,0,7/15/1998,1998,3/27/1992,1992,1998_C
ABRP,40,1,40_1,D,0,7/15/1998,1998,3/27/1992,1992,1998_D
ABRP,40,1,40_1,E,0,7/15/1998,1998,3/27/1992,1992,1998_E
ABRP,40,1,40_1,F,0,7/15/1998,1998,3/27/1992,1992,1998_F
ABRP,40,1,40_1,G,0,7/15/1998,1998,3/27/1992,1992,1998_G
ABRP,40,1,40_1,H,0,7/15/1998,1998,3/27/1992,1992,1998_H
ABRP,40,1,40_1,I,0,7/15/1998,1998,3/27/1992,1992,1998_I
ABRP,40,1,40_1,J,0,7/15/1998,1998,3/27/1992,1992,1998_J
ABRP,40,2,40_2,SEEDLING,1,7/15/1998,1998,3/27/1992,1992,1998_SEEDLING
ABRP,40,2,40_2,A,3,7/15/1998,1998,3/27/1992,1992,1998_A
ABRP,40,2,40_2,B,0,7/15/1998,1998,3/27/1992,1992,1998_B
ABRP,40,2,40_2,C,0,7/15/1998,1998,3/27/1992,1992,1998_C
ABRP,40,2,40_2,D,0,7/15/1998,1998,3/27/1992,1992,1998_D
ABRP,40,2,40_2,E,0,7/15/1998,1998,3/27/1992,1992,1998_E
ABRP,40,2,40_2,F,0,7/15/1998,1998,3/27/1992,1992,1998_F
ABRP,40,2,40_2,G,0,7/15/1998,1998,3/27/1992,1992,1998_G
ABRP,40,2,40_2,H,0,7/15/1998,1998,3/27/1992,1992,1998_H
ABRP,40,2,40_2,I,0,7/15/1998,1998,3/27/1992,1992,1998_I
ABRP,40,2,40_2,J,0,7/15/1998,1998,3/27/1992,1992,1998_J
ABRP,40,3,40_3,SEEDLING,3,7/16/1998,1998,3/27/1992,1992,1998_SEEDLING
ABRP,40,3,40_3,A,2,7/16/1998,1998,3/27/1992,1992,1998_A
ABRP,40,3,40_3,B,16,7/16/1998,1998,3/27/1992,1992,1998_B
ABRP,40,3,40_3,C,7,7/16/1998,1998,3/27/1992,1992,1998_C
ABRP,40,3,40_3,D,0,7/16/1998,1998,3/27/1992,1992,1998_D
ABRP,40,3,40_3,E,0,7/16/1998,1998,3/27/1992,1992,1998_E
ABRP,40,3,40_3,F,0,7/16/1998,1998,3/27/1992,1992,1998_F
ABRP,40,3,40_3,G,0,7/16/1998,1998,3/27/1992,1992,1998_G
ABRP,40,3,40_3,H,0,7/16/1998,1998,3/27/1992,1992,1998_H
ABRP,40,3,40_3,I,0,7/16/1998,1998,3/27/1992,1992,1998_I
ABRP,40,3,40_3,J,0,7/16/1998,1998,3/27/1992,1992,1998_J
ABRP,40,4,40_4,SEEDLING,3,8/5/1998,1998,3/27/1992,1992,1998_SEEDLING
ABRP,40,4,40_4,A,3,8/5/1998,1998,3/27/1992,1992,1998_A
ABRP,40,4,40_4,B,11,8/5/1998,1998,3/27/1992,1992,1998_B
ABRP,40,4,40_4,C,0,8/5/1998,1998,3/27/1992,1992,1998_C
ABRP,40,4,40_4,D,0,8/5/1998,1998,3/27/1992,1992,1998_D
ABRP,40,4,40_4,E,0,8/5/1998,1998,3/27/1992,1992,1998_E
ABRP,40,4,40_4,F,0,8/5/1998,1998,3/27/1992,1992,1998_F
ABRP,40,4,40_4,G,0,8/5/1998,1998,3/27/1992,1992,1998_G
ABRP,40,4,40_4,H,0,8/5/1998,1998,3/27/1992,1992,1998_H
ABRP,40,4,40_4,I,0,8/5/1998,1998,3/27/1992,1992,1998_I
ABRP,40,4,40_4,J,0,8/5/1998,1998,3/27/1992,1992,1998_J
ABRP,40,5,40_5,SEEDLING,3,8/6/1998,1998,3/27/1992,1992,1998_SEEDLING
ABRP,40,5,40_5,A,2,8/6/1998,1998,3/27/1992,1992,1998_A
ABRP,40,5,40_5,B,23,8/6/1998,1998,3/27/1992,1992,1998_B
ABRP,40,5,40_5,C,0,8/6/1998,1998,3/27/1992,1992,1998_C
ABRP,40,5,40_5,D,0,8/6/1998,1998,3/27/1992,1992,1998_D
ABRP,40,5,40_5,E,0,8/6/1998,1998,3/27/1992,1992,1998_E
ABRP,40,5,40_5,F,0,8/6/1998,1998,3/27/1992,1992,1998_F
ABRP,40,5,40_5,G,0,8/6/1998,1998,3/27/1992,1992,1998_G
ABRP,40,5,40_5,H,0,8/6/1998,1998,3/27/1992,1992,1998_H
ABRP,40,5,40_5,I,0,8/6/1998,1998,3/27/1992,1992,1998_I
ABRP,40,5,40_5,J,0,8/6/1998,1998,3/27/1992,1992,1998_J
ABRP,40,6,40_6,SEEDLING,3,8/26/1998,1998,3/27/1992,1992,1998_SEEDLING
ABRP,40,6,40_6,A,3,8/26/1998,1998,3/27/1992,1992,1998_A
ABRP,40,6,40_6,B,66,8/26/1998,1998,3/27/1992,1992,1998_B
ABRP,40,6,40_6,C,9,8/26/1998,1998,3/27/1992,1992,1998_C
ABRP,40,6,40_6,D,0,8/26/1998,1998,3/27/1992,1992,1998_D
ABRP,40,6,40_6,E,0,8/26/1998,1998,3/27/1992,1992,1998_E
ABRP,40,6,40_6,F,0,8/26/1998,1998,3/27/1992,1992,1998_F
ABRP,40,6,40_6,G,0,8/26/1998,1998,3/27/1992,1992,1998_G
ABRP,40,6,40_6,H,0,8/26/1998,1998,3/27/1992,1992,1998_H
ABRP,40,6,40_6,I,0,8/26/1998,1998,3/27/1992,1992,1998_I
ABRP,40,6,40_6,J,0,8/26/1998,1998,3/27/1992,1992,1998_J
ABRP,40,7,40_7,SEEDLING,3,8/27/1998,1998,3/27/1992,1992,1998_SEEDLING
ABRP,40,7,40_7,A,0,8/27/1998,1998,3/27/1992,1992,1998_A
ABRP,40,7,40_7,B,12,8/27/1998,1998,3/27/1992,1992,1998_B
ABRP,40,7,40_7,C,0,8/27/1998,1998,3/27/1992,1992,1998_C
ABRP,40,7,40_7,D,0,8/27/1998,1998,3/27/1992,1992,1998_D
ABRP,40,7,40_7,E,0,8/27/1998,1998,3/27/1992,1992,1998_E
ABRP,40,7,40_7,F,0,8/27/1998,1998,3/27/1992,1992,1998_F
ABRP,40,7,40_7,G,0,8/27/1998,1998,3/27/1992,1992,1998_G
ABRP,40,7,40_7,H,0,8/27/1998,1998,3/27/1992,1992,1998_H
ABRP,40,7,40_7,I,0,8/27/1998,1998,3/27/1992,1992,1998_I
ABRP,40,7,40_7,J,0,8/27/1998,1998,3/27/1992,1992,1998_J
ABRP,40,8,40_8,SEEDLING,2,8/27/1998,1998,3/27/1992,1992,1998_SEEDLING
ABRP,40,8,40_8,A,0,8/27/1998,1998,3/27/1992,1992,1998_A
ABRP,40,8,40_8,B,9,8/27/1998,1998,3/27/1992,1992,1998_B
ABRP,40,8,40_8,C,0,8/27/1998,1998,3/27/1992,1992,1998_C
ABRP,40,8,40_8,D,0,8/27/1998,1998,3/27/1992,1992,1998_D
ABRP,40,8,40_8,E,0,8/27/1998,1998,3/27/1992,1992,1998_E
ABRP,40,8,40_8,F,0,8/27/1998,1998,3/27/1992,1992,1998_F
ABRP,40,8,40_8,G,0,8/27/1998,1998,3/27/1992,1992,1998_G
ABRP,40,8,40_8,H,0,8/27/1998,1998,3/27/1992,1992,1998_H
ABRP,40,8,40_8,I,0,8/27/1998,1998,3/27/1992,1992,1998_I
ABRP,40,8,40_8,J,0,8/27/1998,1998,3/27/1992,1992,1998_J
ABRP,40,9,40_9,SEEDLING,3,8/28/1998,1998,3/27/1992,1992,1998_SEEDLING
ABRP,40,9,40_9,A,0,8/28/1998,1998,3/27/1992,1992,1998_A
ABRP,40,9,40_9,B,9,8/28/1998,1998,3/27/1992,1992,1998_B
ABRP,40,9,40_9,C,0,8/28/1998,1998,3/27/1992,1992,1998_C
ABRP,40,9,40_9,D,0,8/28/1998,1998,3/27/1992,1992,1998_D
ABRP,40,9,40_9,E,0,8/28/1998,1998,3/27/1992,1992,1998_E
ABRP,40,9,40_9,F,0,8/28/1998,1998,3/27/1992,1992,1998_F
ABRP,40,9,40_9,G,0,8/28/1998,1998,3/27/1992,1992,1998_G
ABRP,40,9,40_9,H,0,8/28/1998,1998,3/27/1992,1992,1998_H
ABRP,40,9,40_9,I,0,8/28/1998,1998,3/27/1992,1992,1998_I
ABRP,40,9,40_9,J,0,8/28/1998,1998,3/27/1992,1992,1998_J
ABRP,40,10,40_10,SEEDLING,3,8/28/1998,1998,3/27/1992,1992,1998_SEEDLING
ABRP,40,10,40_10,A,0,8/28/1998,1998,3/27/1992,1992,1998_A
ABRP,40,10,40_10,B,19,8/28/1998,1998,3/27/1992,1992,1998_B
ABRP,40,10,40_10,C,1,8/28/1998,1998,3/27/1992,1992,1998_C
ABRP,40,10,40_10,D,0,8/28/1998,1998,3/27/1992,1992,1998_D
ABRP,40,10,40_10,E,0,8/28/1998,1998,3/27/1992,1992,1998_E
ABRP,40,10,40_10,F,0,8/28/1998,1998,3/27/1992,1992,1998_F
ABRP,40,10,40_10,G,0,8/28/1998,1998,3/27/1992,1992,1998_G
ABRP,40,10,40_10,H,0,8/28/1998,1998,3/27/1992,1992,1998_H
ABRP,40,10,40_10,I,0,8/28/1998,1998,3/27/1992,1992,1998_I
ABRP,40,10,40_10,J,0,8/28/1998,1998,3/27/1992,1992,1998_J
ABRP,40,1,40_1,SEEDLING,2,8/19/2003,2003,4/22/2002,2002,2003_SEEDLING
ABRP,40,1,40_1,A,0,8/19/2003,2003,4/22/2002,2002,2003_A
ABRP,40,1,40_1,B,0,8/19/2003,2003,4/22/2002,2002,2003_B
ABRP,40,1,40_1,C,0,8/19/2003,2003,4/22/2002,2002,2003_C
ABRP,40,1,40_1,D,0,8/19/2003,2003,4/22/2002,2002,2003_D
ABRP,40,1,40_1,E,0,8/19/2003,2003,4/22/2002,2002,2003_E
ABRP,40,1,40_1,F,0,8/19/2003,2003,4/22/2002,2002,2003_F
ABRP,40,1,40_1,G,0,8/19/2003,2003,4/22/2002,2002,2003_G
ABRP,40,1,40_1,H,0,8/19/2003,2003,4/22/2002,2002,2003_H
ABRP,40,1,40_1,I,0,8/19/2003,2003,4/22/2002,2002,2003_I
ABRP,40,1,40_1,J,0,8/19/2003,2003,4/22/2002,2002,2003_J
ABRP,40,2,40_2,SEEDLING,1,8/15/2003,2003,4/22/2002,2002,2003_SEEDLING
ABRP,40,2,40_2,A,0,8/15/2003,2003,4/22/2002,2002,2003_A
ABRP,40,2,40_2,B,5,8/15/2003,2003,4/22/2002,2002,2003_B
ABRP,40,2,40_2,C,0,8/15/2003,2003,4/22/2002,2002,2003_C
ABRP,40,2,40_2,D,0,8/15/2003,2003,4/22/2002,2002,2003_D
ABRP,40,2,40_2,E,0,8/15/2003,2003,4/22/2002,2002,2003_E
ABRP,40,2,40_2,F,0,8/15/2003,2003,4/22/2002,2002,2003_F
ABRP,40,2,40_2,G,0,8/15/2003,2003,4/22/2002,2002,2003_G
ABRP,40,2,40_2,H,0,8/15/2003,2003,4/22/2002,2002,2003_H
ABRP,40,2,40_2,I,0,8/15/2003,2003,4/22/2002,2002,2003_I
ABRP,40,2,40_2,J,0,8/15/2003,2003,4/22/2002,2002,2003_J
ABRP,40,3,40_3,SEEDLING,2,8/19/2003,2003,4/22/2002,2002,2003_SEEDLING
ABRP,40,3,40_3,A,0,8/19/2003,2003,4/22/2002,2002,2003_A
ABRP,40,3,40_3,B,17,8/19/2003,2003,4/22/2002,2002,2003_B
ABRP,40,3,40_3,C,26,8/19/2003,2003,4/22/2002,2002,2003_C
ABRP,40,3,40_3,D,0,8/19/2003,2003,4/22/2002,2002,2003_D
ABRP,40,3,40_3,E,0,8/19/2003,2003,4/22/2002,2002,2003_E
ABRP,40,3,40_3,F,0,8/19/2003,2003,4/22/2002,2002,2003_F
ABRP,40,3,40_3,G,0,8/19/2003,2003,4/22/2002,2002,2003_G
ABRP,40,3,40_3,H,0,8/19/2003,2003,4/22/2002,2002,2003_H
ABRP,40,3,40_3,I,0,8/19/2003,2003,4/22/2002,2002,2003_I
ABRP,40,3,40_3,J,0,8/19/2003,2003,4/22/2002,2002,2003_J
ABRP,40,4,40_4,SEEDLING,2,8/21/2003,2003,4/22/2002,2002,2003_SEEDLING
ABRP,40,4,40_4,A,4,8/21/2003,2003,4/22/2002,2002,2003_A
ABRP,40,4,40_4,B,38,8/21/2003,2003,4/22/2002,2002,2003_B
ABRP,40,4,40_4,C,9,8/21/2003,2003,4/22/2002,2002,2003_C
ABRP,40,4,40_4,D,0,8/21/2003,2003,4/22/2002,2002,2003_D
ABRP,40,4,40_4,E,0,8/21/2003,2003,4/22/2002,2002,2003_E
ABRP,40,4,40_4,F,0,8/21/2003,2003,4/22/2002,2002,2003_F
ABRP,40,4,40_4,G,0,8/21/2003,2003,4/22/2002,2002,2003_G
ABRP,40,4,40_4,H,0,8/21/2003,2003,4/22/2002,2002,2003_H
ABRP,40,4,40_4,I,0,8/21/2003,2003,4/22/2002,2002,2003_I
ABRP,40,4,40_4,J,0,8/21/2003,2003,4/22/2002,2002,2003_J
ABRP,40,5,40_5,SEEDLING,2,8/21/2003,2003,4/22/2002,2002,2003_SEEDLING
ABRP,40,5,40_5,A,2,8/21/2003,2003,4/22/2002,2002,2003_A
ABRP,40,5,40_5,B,32,8/21/2003,2003,4/22/2002,2002,2003_B
ABRP,40,5,40_5,C,22,8/21/2003,2003,4/22/2002,2002,2003_C
ABRP,40,5,40_5,D,0,8/21/2003,2003,4/22/2002,2002,2003_D
ABRP,40,5,40_5,E,0,8/21/2003,2003,4/22/2002,2002,2003_E
ABRP,40,5,40_5,F,0,8/21/2003,2003,4/22/2002,2002,2003_F
ABRP,40,5,40_5,G,0,8/21/2003,2003,4/22/2002,2002,2003_G
ABRP,40,5,40_5,H,0,8/21/2003,2003,4/22/2002,2002,2003_H
ABRP,40,5,40_5,I,0,8/21/2003,2003,4/22/2002,2002,2003_I
ABRP,40,5,40_5,J,0,8/21/2003,2003,4/22/2002,2002,2003_J
ABRP,40,6,40_6,SEEDLING,2,8/22/2003,2003,4/22/2002,2002,2003_SEEDLING
ABRP,40,6,40_6,A,2,8/22/2003,2003,4/22/2002,2002,2003_A
ABRP,40,6,40_6,B,36,8/22/2003,2003,4/22/2002,2002,2003_B
ABRP,40,6,40_6,C,70,8/22/2003,2003,4/22/2002,2002,2003_C
ABRP,40,6,40_6,D,0,8/22/2003,2003,4/22/2002,2002,2003_D
ABRP,40,6,40_6,E,0,8/22/2003,2003,4/22/2002,2002,2003_E
ABRP,40,6,40_6,F,0,8/22/2003,2003,4/22/2002,2002,2003_F
ABRP,40,6,40_6,G,0,8/22/2003,2003,4/22/2002,2002,2003_G
ABRP,40,6,40_6,H,0,8/22/2003,2003,4/22/2002,2002,2003_H
ABRP,40,6,40_6,I,0,8/22/2003,2003,4/22/2002,2002,2003_I
ABRP,40,6,40_6,J,0,8/22/2003,2003,4/22/2002,2002,2003_J
ABRP,40,7,40_7,SEEDLING,3,8/22/2003,2003,4/22/2002,2002,2003_SEEDLING
ABRP,40,7,40_7,A,4,8/22/2003,2003,4/22/2002,2002,2003_A
ABRP,40,7,40_7,B,40,8/22/2003,2003,4/22/2002,2002,2003_B
ABRP,40,7,40_7,C,7,8/22/2003,2003,4/22/2002,2002,2003_C
ABRP,40,7,40_7,D,0,8/22/2003,2003,4/22/2002,2002,2003_D
ABRP,40,7,40_7,E,0,8/22/2003,2003,4/22/2002,2002,2003_E
ABRP,40,7,40_7,F,0,8/22/2003,2003,4/22/2002,2002,2003_F
ABRP,40,7,40_7,G,0,8/22/2003,2003,4/22/2002,2002,2003_G
ABRP,40,7,40_7,H,0,8/22/2003,2003,4/22/2002,2002,2003_H
ABRP,40,7,40_7,I,0,8/22/2003,2003,4/22/2002,2002,2003_I
ABRP,40,7,40_7,J,0,8/22/2003,2003,4/22/2002,2002,2003_J
ABRP,40,8,40_8,SEEDLING,1,8/26/2003,2003,4/22/2002,2002,2003_SEEDLING
ABRP,40,8,40_8,A,2,8/26/2003,2003,4/22/2002,2002,2003_A
ABRP,40,8,40_8,B,4,8/26/2003,2003,4/22/2002,2002,2003_B
ABRP,40,8,40_8,C,11,8/26/2003,2003,4/22/2002,2002,2003_C
ABRP,40,8,40_8,D,0,8/26/2003,2003,4/22/2002,2002,2003_D
ABRP,40,8,40_8,E,0,8/26/2003,2003,4/22/2002,2002,2003_E
ABRP,40,8,40_8,F,0,8/26/2003,2003,4/22/2002,2002,2003_F
ABRP,40,8,40_8,G,0,8/26/2003,2003,4/22/2002,2002,2003_G
ABRP,40,8,40_8,H,0,8/26/2003,2003,4/22/2002,2002,2003_H
ABRP,40,8,40_8,I,0,8/26/2003,2003,4/22/2002,2002,2003_I
ABRP,40,8,40_8,J,0,8/26/2003,2003,4/22/2002,2002,2003_J
ABRP,40,9,40_9,SEEDLING,3,8/28/2003,2003,4/22/2002,2002,2003_SEEDLING
ABRP,40,9,40_9,A,3,8/28/2003,2003,4/22/2002,2002,2003_A
ABRP,40,9,40_9,B,35,8/28/2003,2003,4/22/2002,2002,2003_B
ABRP,40,9,40_9,C,14,8/28/2003,2003,4/22/2002,2002,2003_C
ABRP,40,9,40_9,D,0,8/28/2003,2003,4/22/2002,2002,2003_D
ABRP,40,9,40_9,E,0,8/28/2003,2003,4/22/2002,2002,2003_E
ABRP,40,9,40_9,F,0,8/28/2003,2003,4/22/2002,2002,2003_F
ABRP,40,9,40_9,G,0,8/28/2003,2003,4/22/2002,2002,2003_G
ABRP,40,9,40_9,H,0,8/28/2003,2003,4/22/2002,2002,2003_H
ABRP,40,9,40_9,I,0,8/28/2003,2003,4/22/2002,2002,2003_I
ABRP,40,9,40_9,J,0,8/28/2003,2003,4/22/2002,2002,2003_J
ABRP,40,1,40_1,SEEDLING,2,8/29/2005,2005,5/5/2004,2004,2005_SEEDLING
ABRP,40,1,40_1,A,1,8/29/2005,2005,5/5/2004,2004,2005_A
ABRP,40,1,40_1,B,0,8/29/2005,2005,5/5/2004,2004,2005_B
ABRP,40,1,40_1,C,0,8/29/2005,2005,5/5/2004,2004,2005_C
ABRP,40,1,40_1,D,0,8/29/2005,2005,5/5/2004,2004,2005_D
ABRP,40,1,40_1,E,0,8/29/2005,2005,5/5/2004,2004,2005_E
ABRP,40,1,40_1,F,0,8/29/2005,2005,5/5/2004,2004,2005_F
ABRP,40,1,40_1,G,0,8/29/2005,2005,5/5/2004,2004,2005_G
ABRP,40,1,40_1,H,0,8/29/2005,2005,5/5/2004,2004,2005_H
ABRP,40,1,40_1,I,0,8/29/2005,2005,5/5/2004,2004,2005_I
ABRP,40,1,40_1,J,0,8/29/2005,2005,5/5/2004,2004,2005_J
ABRP,40,2,40_2,SEEDLING,1,8/23/2005,2005,5/5/2004,2004,2005_SEEDLING
ABRP,40,2,40_2,A,0,8/23/2005,2005,5/5/2004,2004,2005_A
ABRP,40,2,40_2,B,0,8/23/2005,2005,5/5/2004,2004,2005_B
ABRP,40,2,40_2,C,5,8/23/2005,2005,5/5/2004,2004,2005_C
ABRP,40,2,40_2,D,0,8/23/2005,2005,5/5/2004,2004,2005_D
ABRP,40,2,40_2,E,0,8/23/2005,2005,5/5/2004,2004,2005_E
ABRP,40,2,40_2,F,0,8/23/2005,2005,5/5/2004,2004,2005_F
ABRP,40,2,40_2,G,0,8/23/2005,2005,5/5/2004,2004,2005_G
ABRP,40,2,40_2,H,0,8/23/2005,2005,5/5/2004,2004,2005_H
ABRP,40,2,40_2,I,0,8/23/2005,2005,5/5/2004,2004,2005_I
ABRP,40,2,40_2,J,0,8/23/2005,2005,5/5/2004,2004,2005_J
ABRP,40,8,40_8,SEEDLING,2,8/23/2005,2005,5/5/2004,2004,2005_SEEDLING
ABRP,40,8,40_8,A,8,8/23/2005,2005,5/5/2004,2004,2005_A
ABRP,40,8,40_8,B,52,8/23/2005,2005,5/5/2004,2004,2005_B
ABRP,40,8,40_8,C,43,8/23/2005,2005,5/5/2004,2004,2005_C
ABRP,40,8,40_8,D,0,8/23/2005,2005,5/5/2004,2004,2005_D
ABRP,40,8,40_8,E,0,8/23/2005,2005,5/5/2004,2004,2005_E
ABRP,40,8,40_8,F,0,8/23/2005,2005,5/5/2004,2004,2005_F
ABRP,40,8,40_8,G,0,8/23/2005,2005,5/5/2004,2004,2005_G
ABRP,40,8,40_8,H,0,8/23/2005,2005,5/5/2004,2004,2005_H
ABRP,40,8,40_8,I,0,8/23/2005,2005,5/5/2004,2004,2005_I
ABRP,40,8,40_8,J,0,8/23/2005,2005,5/5/2004,2004,2005_J
ABRP,40,9,40_9,SEEDLING,2,8/11/2005,2005,5/5/2004,2004,2005_SEEDLING
ABRP,40,9,40_9,A,1,8/11/2005,2005,5/5/2004,2004,2005_A
ABRP,40,9,40_9,B,25,8/11/2005,2005,5/5/2004,2004,2005_B
ABRP,40,9,40_9,C,30,8/11/2005,2005,5/5/2004,2004,2005_C
ABRP,40,9,40_9,D,0,8/11/2005,2005,5/5/2004,2004,2005_D
ABRP,40,9,40_9,E,0,8/11/2005,2005,5/5/2004,2004,2005_E
ABRP,40,9,40_9,F,0,8/11/2005,2005,5/5/2004,2004,2005_F
ABRP,40,9,40_9,G,0,8/11/2005,2005,5/5/2004,2004,2005_G
ABRP,40,9,40_9,H,0,8/11/2005,2005,5/5/2004,2004,2005_H
ABRP,40,9,40_9,I,0,8/11/2005,2005,5/5/2004,2004,2005_I
ABRP,40,9,40_9,J,0,8/11/2005,2005,5/5/2004,2004,2005_J
ABRP,40,5,40_5,SEEDLING,1,9/13/2005,2005,5/5/2004,2004,2005_SEEDLING
ABRP,40,5,40_5,A,6,9/13/2005,2005,5/5/2004,2004,2005_A
ABRP,40,5,40_5,B,39,9/13/2005,2005,5/5/2004,2004,2005_B
ABRP,40,5,40_5,C,26,9/13/2005,2005,5/5/2004,2004,2005_C
ABRP,40,5,40_5,D,0,9/13/2005,2005,5/5/2004,2004,2005_D
ABRP,40,5,40_5,E,0,9/13/2005,2005,5/5/2004,2004,2005_E
ABRP,40,5,40_5,F,0,9/13/2005,2005,5/5/2004,2004,2005_F
ABRP,40,5,40_5,G,0,9/13/2005,2005,5/5/2004,2004,2005_G
ABRP,40,5,40_5,H,0,9/13/2005,2005,5/5/2004,2004,2005_H
ABRP,40,5,40_5,I,0,9/13/2005,2005,5/5/2004,2004,2005_I
ABRP,40,5,40_5,J,0,9/13/2005,2005,5/5/2004,2004,2005_J
ABRP,40,4,40_4,SEEDLING,1,9/13/2005,2005,5/5/2004,2004,2005_SEEDLING
ABRP,40,4,40_4,A,1,9/13/2005,2005,5/5/2004,2004,2005_A
ABRP,40,4,40_4,B,23,9/13/2005,2005,5/5/2004,2004,2005_B
ABRP,40,4,40_4,C,25,9/13/2005,2005,5/5/2004,2004,2005_C
ABRP,40,4,40_4,D,1,9/13/2005,2005,5/5/2004,2004,2005_D
